P,Player,Week,Team,Opp,Opp Rank,FDSal,DKSal,FD Points,DK Points
WR,Demarcus Robinson,6,KC,WAS,28,5000,3300,12.1,13.6
WR,Tim Patrick,6,DEN,LV,3,6100,5100,11.7,13.2
WR,Ja'Marr Chase,6,CIN,DET,10,7800,6700,11.7,13.7
WR,Parris Campbell,6,IND,HOU,5,4900,3400,11.6,12.1
WR,Emmanuel Sanders,6,BUF,TEN,32,6800,5400,11.6,14.1
WR,Davante Adams,6,GB,CHI,24,8500,9000,10.9,12.9
WR,Odell Beckham Jr.,6,CLE,ARI,23,6000,5100,10.4,12.9
WR,Jamal Agnew,6,JAX,MIA,29,5000,3500,10.3,12.8
WR,Allen Lazard,6,GB,CHI,24,5100,3500,10.2,11.7
WR,Robert Woods,6,LAR,NYG,13,6900,6100,10.1,11.1
WR,T.Y. Hilton,6,IND,HOU,5,5000,4100,10,12
WR,Justin Jefferson,6,MIN,CAR,6,7900,8000,10,15
WR,Jakobi Meyers,6,NE,DAL,27,5800,5500,8.9,11.4
WR,DK Metcalf,6,SEA,PIT,31,7500,7200,8.8,11.8
WR,Robby Anderson,6,CAR,MIN,18,5500,4800,8.6,10.1
WR,DJ Moore,6,CAR,MIN,18,7600,7300,8.4,11.9
WR,Laviska Shenault Jr.,6,JAX,MIA,29,5700,4900,8.4,11.4
WR,Mack Hollins,6,MIA,JAX,12,4800,3000,8.1,10.1
WR,Amari Cooper,6,DAL,NE,8,6800,6000,8,10.5
WR,Quez Watkins,6,PHI,TB,30,5000,3500,7.9,9.4
WR,Bryan Edwards,6,LV,DEN,15,5400,3600,7.7,8.7
WR,Keenan Allen,6,LAC,BAL,9,7100,6400,7.5,10
WR,Julio Jones,6,TEN,BUF,1,6500,6200,7.4,8.9
WR,Allen Robinson II,6,CHI,GB,11,5900,5300,7.3,9.3
WR,Dante Pettis,6,NYG,LAR,17,4500,3000,7.3,9.8
WR,Auden Tate,6,CIN,DET,10,4700,3000,7.2,7.7
WR,Amon-Ra St. Brown,6,DET,CIN,16,5200,4200,7.1,9.6
WR,Byron Pringle,6,KC,WAS,28,5200,3200,7,8.5
WR,Mecole Hardman,6,KC,WAS,28,5500,4200,6.8,9.8
WR,Chris Godwin,6,TB,PHI,7,7300,6200,6.8,9.3
WR,Kalif Raymond,6,DET,CIN,16,5100,5000,6.7,9.7
WR,Nico Collins,6,HOU,IND,30,4600,3000,6.4,8.4
WR,Cedrick Wilson,6,DAL,NE,8,5200,3900,6.2,8.2
WR,Kendall Hinton,6,DEN,LV,3,6000,3100,6.2,8.7
WR,Tee Higgins,6,CIN,DET,10,6400,5300,5.9,7.4
WR,Noah Brown,6,DAL,NE,8,4500,3000,5.7,6.7
WR,Marquise Brown,6,BAL,LAC,4,7000,5900,5.5,7.5
WR,Kadarius Toney,6,NYG,LAR,17,6000,5600,5.1,6.6
WR,Hunter Renfrow,6,LV,DEN,15,5700,4900,5.1,6.6
WR,Rashod Bateman,6,BAL,LAC,4,5000,3000,4.9,6.9
WR,Michael Pittman Jr.,6,IND,HOU,5,5800,5500,4.8,5.8
WR,Terry McLaurin,6,WAS,KC,25,7400,7100,4.8,6.8
WR,Brandon Zylstra,6,CAR,MIN,18,4700,3000,4.7,6.2
WR,Tyler Lockett,6,SEA,PIT,31,6800,6700,4.5,5.5
WR,Dyami Brown,6,WAS,KC,25,4600,3300,4.5,6
WR,Nick Westbrook-Ikhine,6,TEN,BUF,1,5200,3400,4.2,5.7
WR,DeVonta Smith,6,PHI,TB,30,6100,6000,4.1,5.1
WR,Rondale Moore,6,ARI,CLE,14,5700,4600,4.1,5.6
WR,Mike Evans,6,TB,PHI,7,7600,6900,3.7,4.7
WR,Mike Williams,6,LAC,BAL,9,8000,8100,3.7,4.7
WR,Devin Duvernay,6,BAL,LAC,4,5000,3400,3.6,4.6
WR,Gabriel Davis,6,BUF,TEN,32,4700,3400,3.5,4.5
WR,Van Jefferson,6,LAR,NYG,13,5400,3400,3.4,4.9
WR,Chris Moore,6,HOU,IND,30,5300,3100,3.4,5.4
WR,Nelson Agholor,6,NE,DAL,27,5400,4000,3.3,3.8
WR,Jody Fortson,6,KC,WAS,28,4900,2500,3.2,3.7
WR,Collin Johnson,6,NYG,LAR,17,4900,3000,3.1,4.1
WR,Shi Smith,6,CAR,MIN,18,4500,3000,3,4
WR,Ray-Ray McCloud,6,PIT,SEA,26,4900,3100,2.8,3.8
WR,Chase Claypool,6,PIT,SEA,26,6700,6600,2.7,3.7
WR,Albert Wilson,6,MIA,JAX,12,4900,3000,2.4,3.4
WR,Dede Westbrook,6,MIN,CAR,6,4500,3000,2.3,3.3
WR,Alex Erickson,6,CAR,MIN,18,4500,3000,2.2,2.7
WR,Tom Kennedy,6,DET,CIN,16,4500,3000,2,2.5
WR,Jalen Guyton,6,LAC,BAL,9,4800,3400,2,2.5
WR,Amari Rodgers,6,GB,CHI,24,4600,3000,1.9,2.4
WR,KhaDarel Hodge,6,DET,CIN,16,4700,3000,1.9,2.9
WR,Anthony Schwartz,6,CLE,ARI,23,4700,3000,1.8,2.8
WR,Marquise Goodwin,6,CHI,GB,11,4700,3000,1.7,2.2
WR,Penny Hart,6,SEA,PIT,31,4800,3000,1.7,2.2
WR,Chris Conley,6,HOU,IND,30,5200,3300,1.5,2
WR,Terrace Marshall Jr.,6,CAR,MIN,18,4900,3500,1.4,1.9
WR,James Washington,6,PIT,SEA,26,5200,4000,1.4,1.9
WR,Joshua Palmer,6,LAC,BAL,9,4700,3000,1.3,1.8
WR,Isaiah McKenzie,6,BUF,TEN,32,4600,3000,1.3,1.8
WR,Tyler Boyd,6,CIN,DET,10,6300,5400,1.2,1.7
WR,Ashton Dulin,6,IND,HOU,5,4600,3000,1.2,1.7
WR,Chester Rogers,6,TEN,BUF,1,5100,3500,1.2,1.7
WR,Miles Boykin,6,BAL,LAC,4,4500,3000,1.1,1.6
WR,DeSean Jackson,6,LAR,NYG,13,5400,3700,1.1,1.6
WR,Phillip Dorsett II,6,SEA,PIT,31,4500,3000,0.8,1.3
WR,Freddie Swain,6,SEA,PIT,31,5200,3400,0.6,1.6
WR,Adam Humphries,6,WAS,KC,25,5000,3400,0.1,0.6
WR,Greg Ward,6,PHI,TB,30,4800,3100,0,0
WR,J.J. Arcega-Whiteside,6,PHI,TB,30,4500,3000,0,0
WR,Jalen Reagor,6,PHI,TB,30,5400,4000,0,0
WR,Jaydon Mickens,6,TB,PHI,7,4500,3000,0,0
WR,Tyler Johnson,6,TB,PHI,7,4900,3200,0,0
WR,Jaelon Darden,6,TB,PHI,7,4500,3000,0,0
WR,Tavon Austin,6,JAX,MIA,29,5100,3200,0,0
WR,Laquon Treadwell,6,JAX,MIA,29,4500,3000,0,0
WR,Tyron Johnson,6,JAX,MIA,29,4900,3000,0,0
WR,DeVante Parker,6,MIA,JAX,12,5700,5200,0,0
WR,Isaiah Ford,6,MIA,JAX,12,4600,3000,0,0
WR,Preston Williams,6,MIA,JAX,12,5300,3100,0,0
WR,Kirk Merritt,6,MIA,JAX,12,4500,3000,0,0
WR,Sammy Watkins,6,BAL,LAC,4,5500,4300,0,0
WR,James Proche II,6,BAL,LAC,4,5000,3000,0,0
WR,Tylan Wallace,6,BAL,LAC,4,4500,3000,0,0
WR,Breshad Perriman,6,CHI,GB,11,4500,3000,0,0
WR,Damiere Byrd,6,CHI,GB,11,4600,3000,0,0
WR,Jakeem Grant Sr.,6,CHI,GB,11,4500,3000,0,0
WR,Mike Thomas,6,CIN,DET,10,4600,3000,0,0
WR,Stanley Morgan,6,CIN,DET,10,4500,3000,0,0
WR,Trenton Irwin,6,CIN,DET,10,4500,3000,0,0
WR,Geronimo Allison,6,DET,CIN,16,4500,3000,0,0
WR,Trinity Benson,6,DET,CIN,16,4600,3000,0,0
WR,Randall Cobb,6,GB,CHI,24,5300,3900,0,0
WR,Equanimeous St. Brown,6,GB,CHI,24,4500,3000,0,0
WR,Juwann Winfree,6,GB,CHI,24,4500,3000,0,0
WR,Malik Taylor,6,GB,CHI,24,4500,3000,0,0
WR,Danny Amendola,6,HOU,IND,30,4700,3100,0,0
WR,Andre Roberts,6,HOU,IND,30,4500,3000,0,0
WR,Davion Davis,6,HOU,IND,30,4500,3000,0,0
WR,Zach Pascal,6,IND,HOU,5,5300,4400,0,0
WR,Mike Strachan,6,IND,HOU,5,4700,3000,0,0
WR,Josh Gordon,6,KC,WAS,28,5500,3400,0,0
WR,Marcus Kemp,6,KC,WAS,28,4600,3000,0,0
WR,KJ Hill Jr.,6,LAC,BAL,9,4600,3000,0,0
WR,Ben Skowronek,6,LAR,NYG,13,4500,3000,0,0
WR,Tutu Atwell,6,LAR,NYG,13,4600,3000,0,0
WR,Dan Chisena,6,MIN,CAR,6,4500,3000,0,0
WR,Ihmir Smith-Marsette,6,MIN,CAR,6,4500,3000,0,0
WR,John Ross,6,NYG,LAR,17,5400,3100,0,0
WR,Kenny Golladay,6,NYG,LAR,17,6000,5700,0,0
WR,C.J. Board,6,NYG,LAR,17,4800,3000,0,0
WR,Darius Slayton,6,NYG,LAR,17,5500,3800,0,0
WR,DeAndre Carter,6,WAS,KC,25,4800,3000,0,0
WR,Curtis Samuel,6,WAS,KC,25,5000,3500,0,0
WR,Cam Sims,6,WAS,KC,25,4700,3000,0,0
WR,Antonio Gandy-Golden,6,WAS,KC,25,4600,3000,0,0
WR,Dax Milne,6,WAS,KC,25,4500,3000,0,0
WR,Andy Isabella,6,ARI,CLE,14,4500,3000,0,0
WR,Antoine Wesley,6,ARI,CLE,14,4500,3000,0,0
WR,Rashard Higgins,6,CLE,ARI,23,5300,4400,0,0
WR,Malik Turner,6,DAL,NE,8,4500,3000,0,0
WR,Simi Fehoko,6,DAL,NE,8,4500,3000,0,0
WR,John Brown,6,DEN,LV,3,4500,300,0,0
WR,David Moore,6,DEN,LV,3,4500,3000,0,0
WR,Diontae Spencer,6,DEN,LV,3,4500,3000,0,0
WR,Tyrie Cleveland,6,DEN,LV,3,4500,3000,0,0
WR,Willie Snead IV,6,LV,DEN,15,4600,3000,0,0
WR,Zay Jones,6,LV,DEN,15,4700,3000,0,0
WR,Matthew Slater,6,NE,DAL,27,4500,3000,0,0
WR,N'Keal Harry,6,NE,DAL,27,5000,3000,0,0
WR,Gunner Olszewski,6,NE,DAL,27,4500,3000,0,0
WR,Cody White,6,PIT,SEA,26,4500,3000,0,0
WR,Jake Kumerow,6,BUF,TEN,32,4500,3000,0,0
WR,Marcus Johnson,6,TEN,BUF,1,5100,3000,0,0
WR,Josh Reynolds,6,TEN,BUF,1,4900,3000,0,0
WR,Cameron Batson,6,TEN,BUF,1,5000,3000,0,0
WR,Cooper Kupp,7,LAR,DET,9,8800,8400,32.6,40.6
WR,Ja'Marr Chase,7,CIN,BAL,6,7500,6200,30.1,37.1
WR,Mike Evans,7,TB,CHI,21,7100,6500,28.6,31.6
WR,A.J. Brown,7,TEN,KC,17,7000,6300,23.3,30.3
WR,Terry McLaurin,7,WAS,GB,8,7200,6900,21.7,28.2
WR,Chris Godwin,7,TB,CHI,21,6700,5900,21.1,28.1
WR,Michael Pittman Jr.,7,IND,SF,18,6400,5100,18.5,23.5
WR,Deebo Samuel,7,SF,IND,26,8000,7300,17.5,25
WR,DK Metcalf,7,SEA,NO,21,7400,6800,16.6,17.6
WR,Davante Adams,7,GB,WAS,31,9000,8900,16.6,19.6
WR,Marquise Brown,7,BAL,CIN,10,7300,5800,16.5,19
WR,DeAndre Hopkins,7,ARI,HOU,5,8000,7700,14.8,18.3
WR,Russell Gage,7,ATL,MIA,30,5200,4000,14.7,16.7
WR,Kalif Raymond,7,DET,LAR,13,5500,4700,14.6,20.6
WR,Allen Lazard,7,GB,WAS,31,5500,4200,14.5,17
WR,Kendrick Bourne,7,NE,NYJ,3,5300,4400,13.8,15.8
WR,Dante Pettis,7,NYG,CAR,12,5200,3000,13.04,15.54
WR,Christian Kirk,7,ARI,HOU,5,6200,5300,13,15
WR,Corey Davis,7,NYJ,NE,15,5900,5200,12.7,14.7
WR,Van Jefferson,7,LAR,DET,9,5500,3500,12.3,14.3
WR,Nelson Agholor,7,NE,NYJ,3,5500,3700,12.1,13.1
WR,Robert Woods,7,LAR,DET,9,6800,6400,12,15
WR,Bryan Edwards,7,LV,PHI,7,5200,4100,11.8,13.3
WR,Jaylen Waddle,7,MIA,ATL,23,5900,5600,11.8,15.3
WR,Calvin Ridley,7,ATL,MIA,30,7300,6600,10.6,12.6
WR,DJ Moore,7,CAR,NYG,22,7700,7100,10.3,13.3
WR,Byron Pringle,7,KC,TEN,32,5200,3300,9.8,12.3
WR,Elijah Moore,7,NYJ,NE,15,4900,3600,9.7,10.2
WR,Tyreek Hill,7,KC,TEN,32,8500,8600,9.7,12.7
WR,Tee Higgins,7,CIN,BAL,6,6100,4900,9.7,13.2
WR,Jalen Reagor,7,PHI,LV,4,5200,3800,9.5,10.5
WR,Rashod Bateman,7,BAL,CIN,10,5300,3400,9.5,11
WR,Courtland Sutton,7,DEN,CLE,29,6700,6400,9.3,11.8
WR,Hunter Renfrow,7,LV,PHI,7,5600,4800,9.3,12.8
WR,Darius Slayton,7,NYG,CAR,12,5500,4000,8.8,11.3
WR,DeVonta Smith,7,PHI,LV,4,5800,5400,8.6,11.1
WR,Mack Hollins,7,MIA,ATL,23,5100,3000,8.3,9.3
WR,A.J. Green,7,ARI,HOU,5,5600,5100,8.1,9.6
WR,Isaiah Ford,7,MIA,ATL,23,4600,3000,7.5,8
WR,Jakobi Meyers,7,NE,NYJ,3,5700,5300,6.9,9.4
WR,Freddie Swain,7,SEA,NO,21,5000,3200,6.7,8.7
WR,Jarvis Landry,7,CLE,DEN,17,6000,4900,6.2,8.7
WR,Tyler Boyd,7,CIN,BAL,6,5800,4700,5.9,7.9
WR,Jamison Crowder,7,NYJ,NE,15,5800,4900,5.4,7.4
WR,Adam Humphries,7,WAS,GB,8,5000,3100,5.1,6.6
WR,Henry Ruggs III,7,LV,PHI,7,5700,5500,5.1,7.1
WR,Darnell Mooney,7,CHI,TB,25,5900,4600,4.9,5.9
WR,Zay Jones,7,LV,PHI,7,4800,3000,4.8,5.3
WR,Julio Jones,7,TEN,KC,17,6900,6100,4.8,5.8
WR,Quez Watkins,7,PHI,LV,4,5300,3900,4.7,5.7
WR,Marquez Callaway,7,NO,SEA,26,5800,5200,4.7,6.2
WR,Brandin Cooks,7,HOU,ARI,27,6500,6000,4.6,7.1
WR,Nico Collins,7,HOU,ARI,27,5100,3200,3.8,4.8
WR,Josh Reynolds,7,TEN,KC,17,5100,3000,3.8,5.3
WR,John Ross,7,NYG,CAR,12,5100,3100,3.7,4.7
WR,Randall Cobb,7,GB,WAS,31,5400,4000,3.7,5.2
WR,DeAndre Carter,7,WAS,GB,8,4800,3000,3.6,4.1
WR,N'Keal Harry,7,NE,NYJ,3,5000,3000,3.3,3.8
WR,Odell Beckham Jr.,7,CLE,DEN,17,6100,5000,3.3,4.3
WR,Danny Amendola,7,HOU,ARI,27,4800,3000,3.2,4.7
WR,Keith Kirkwood,7,CAR,NYG,22,4500,3000,3.1,4.6
WR,Anthony Schwartz,7,CLE,DEN,17,4800,3000,3,4
WR,Robby Anderson,7,CAR,NYG,22,5500,4800,2.9,4.4
WR,Zach Pascal,7,IND,SF,18,5200,4300,2.9,4.4
WR,Tajaé Sharpe,7,ATL,MIA,30,5100,3400,2.8,3.8
WR,Mecole Hardman,7,KC,TEN,32,5400,4300,2.8,5.8
WR,Gunner Olszewski,7,NE,NYJ,3,4500,3000,2.7,3.2
WR,Rondale Moore,7,ARI,HOU,5,5800,4400,2.7,3.7
WR,Tim Patrick,7,DEN,CLE,29,6000,4900,2.6,3.6
WR,Dax Milne,7,WAS,GB,8,4500,3000,2.6,3.6
WR,Marquise Goodwin,7,CHI,TB,25,4800,3000,2.6,3.6
WR,Allen Robinson II,7,CHI,TB,25,5800,5100,2.6,3.6
WR,Tyler Johnson,7,TB,CHI,21,4800,3000,2.6,3.6
WR,Kendall Hinton,7,DEN,CLE,29,6000,3000,2.5,3.5
WR,Tyler Lockett,7,SEA,NO,21,6600,6200,2.2,3.2
WR,Mohamed Sanu Sr.,7,SF,IND,26,4800,3200,2.1,2.6
WR,Olamide Zaccheaus,7,ATL,MIA,30,5300,3700,1.8,2.3
WR,Tre'Quan Smith,7,NO,SEA,26,5000,3800,1.6,2.1
WR,Damiere Byrd,7,CHI,TB,25,4700,3000,1.5,2
WR,Devin Duvernay,7,BAL,CIN,10,5200,3600,1.4,1.9
WR,Trent Sherfield,7,SF,IND,26,4700,3000,1.4,1.9
WR,Brandon Aiyuk,7,SF,IND,26,5700,4300,1.4,1.9
WR,Equanimeous St. Brown,7,GB,WAS,31,4800,3000,1.3,1.3
WR,Marcus Kemp,7,KC,TEN,32,4600,3000,1.3,1.8
WR,Demarcus Robinson,7,KC,TEN,32,5300,3400,1.2,1.7
WR,Collin Johnson,7,NYG,CAR,12,4900,3000,1.2,1.7
WR,Jaelon Darden,7,TB,CHI,21,4500,3000,1.1,1.1
WR,Keelan Cole,7,NYJ,NE,15,5100,3000,1.1,1.6
WR,Denzel Mims,7,NYJ,NE,15,5000,3000,1.1,1.6
WR,Preston Williams,7,MIA,ATL,23,5200,3100,1,1.5
WR,Keke Coutee,7,IND,SF,18,4500,3000,1,1.5
WR,Ashton Dulin,7,IND,SF,18,4600,3000,1,2
WR,KhaDarel Hodge,7,DET,LAR,13,4900,3000,0.8,1.3
WR,Marcus Johnson,7,TEN,KC,17,5200,3000,0.5,0.5
WR,Ty Montgomery,7,NO,SEA,26,4800,3000,0.4,0.4
WR,Rashard Higgins,7,CLE,DEN,17,5100,3500,0.3,0.8
WR,Donovan Peoples-Jones,7,CLE,DEN,17,5400,4100,0,0
WR,John Brown,7,DEN,CLE,29,4500,3000,0,0
WR,Diontae Spencer,7,DEN,CLE,29,4500,3000,0,0
WR,Tyrie Cleveland,7,DEN,CLE,29,4500,3000,0,0
WR,Christian Blake,7,ATL,MIA,30,5000,3000,0,0
WR,Frank Darby,7,ATL,MIA,30,4500,3000,0,0
WR,Sammy Watkins,7,BAL,CIN,10,5500,4500,0,0
WR,Miles Boykin,7,BAL,CIN,10,4800,3000,0,0
WR,James Proche II,7,BAL,CIN,10,5000,3000,0,0
WR,Tylan Wallace,7,BAL,CIN,10,4500,3000,0,0
WR,Alex Erickson,7,CAR,NYG,22,4700,3000,0,0
WR,Aaron Parker,7,CAR,NYG,22,4500,3000,0,0
WR,Terrace Marshall Jr.,7,CAR,NYG,22,4800,3200,0,0
WR,Mike Thomas,7,CIN,BAL,6,4600,3000,0,0
WR,Auden Tate,7,CIN,BAL,6,4900,3000,0,0
WR,Stanley Morgan,7,CIN,BAL,6,4500,3000,0,0
WR,Trenton Irwin,7,CIN,BAL,6,4500,3000,0,0
WR,Malik Taylor,7,GB,WAS,31,4500,3000,0,0
WR,Amari Rodgers,7,GB,WAS,31,4600,3000,0,0
WR,Josh Gordon,7,KC,TEN,32,5000,3200,0,0
WR,Albert Wilson,7,MIA,ATL,23,4800,3000,0,0
WR,DeVante Parker,7,MIA,ATL,23,5600,5000,0,0
WR,Matthew Slater,7,NE,NYJ,3,4500,3000,0,0
WR,Sterling Shepard,7,NYG,CAR,12,6500,5600,0,0
WR,Kenny Golladay,7,NYG,CAR,12,5700,5700,0,0
WR,David Sills V,7,NYG,CAR,12,4500,3000,0,0
WR,Kadarius Toney,7,NYG,CAR,12,6000,5200,0,0
WR,Braxton Berrios,7,NYJ,NE,15,4800,3000,0,0
WR,Jeff Smith,7,NYJ,NE,15,4500,3000,0,0
WR,Chester Rogers,7,TEN,KC,17,5300,3400,0,0
WR,Nick Westbrook-Ikhine,7,TEN,KC,17,5200,3300,0,0
WR,Mason Kinsey,7,TEN,KC,17,4500,3000,0,0
WR,Curtis Samuel,7,WAS,GB,8,5000,4000,0,0
WR,Cam Sims,7,WAS,GB,8,4700,3000,0,0
WR,Antonio Gandy-Golden,7,WAS,GB,8,4600,3000,0,0
WR,Dyami Brown,7,WAS,GB,8,4900,3600,0,0
WR,Geronimo Allison,7,DET,LAR,13,4500,3000,0,0
WR,Trinity Benson,7,DET,LAR,13,4600,3000,0,0
WR,Tom Kennedy,7,DET,LAR,13,4600,3000,0,0
WR,Amon-Ra St. Brown,7,DET,LAR,13,5400,4100,0,0
WR,DeSean Jackson,7,LAR,DET,9,5400,3400,0,0
WR,Ben Skowronek,7,LAR,DET,9,4500,3000,0,0
WR,Tutu Atwell,7,LAR,DET,9,4600,3000,0,0
WR,Willie Snead IV,7,LV,PHI,7,4600,3000,0,0
WR,Greg Ward,7,PHI,LV,4,4900,3000,0,0
WR,J.J. Arcega-Whiteside,7,PHI,LV,4,4500,3000,0,0
WR,Andy Isabella,7,ARI,HOU,5,4500,3000,0,0
WR,Antoine Wesley,7,ARI,HOU,5,4500,3000,0,0
WR,Breshad Perriman,7,CHI,TB,25,4500,3000,0,0
WR,Jakeem Grant Sr.,7,CHI,TB,25,4500,3000,0,0
WR,Chris Conley,7,HOU,ARI,27,5000,3300,0,0
WR,Chris Moore,7,HOU,ARI,27,5200,3600,0,0
WR,Davion Davis,7,HOU,ARI,27,4500,3000,0,0
WR,Antonio Brown,7,TB,CHI,21,7400,6300,0,0
WR,Cyril Grayson,7,TB,CHI,21,1,3000,0,0
WR,T.Y. Hilton,7,IND,SF,18,6200,4900,0,0
WR,Mike Strachan,7,IND,SF,18,4700,3000,0,0
WR,Travis Benjamin,7,SF,IND,26,4500,3000,0,0
WR,Jauan Jennings,7,SF,IND,26,4600,3000,0,0
WR,Kenny Stills,7,NO,SEA,26,5500,3100,0,0
WR,Kevin White,7,NO,SEA,26,4500,3000,0,0
WR,Lil'Jordan Humphrey,7,NO,SEA,26,4500,3000,0,0
WR,Deonte Harris,7,NO,SEA,26,5500,4300,0,0
WR,Penny Hart,7,SEA,NO,21,4800,3000,0,0
WR,Shi Smith,7,CAR,NYG,22,4600,3000,-0.3,-0.3
WR,A.J. Brown,8,TEN,IND,26,7600,6900,26.5,34.5
WR,Michael Pittman Jr.,8,IND,TEN,32,6600,5300,25.6,30.6
WR,Chris Godwin,8,TB,NO,22,7200,6400,24,31
WR,Amari Cooper,8,DAL,MIN,19,6900,6100,22.2,29.2
WR,Tyreek Hill,8,KC,NYG,17,8200,8300,21.4,27.4
WR,Cooper Kupp,8,LAR,HOU,6,9200,9000,21,27.5
WR,Tyler Lockett,8,SEA,JAX,18,6600,6100,20.2,29.2
WR,Deebo Samuel,8,SF,CHI,29,7800,7400,20.1,26.1
WR,DK Metcalf,8,SEA,JAX,18,7400,6800,19.3,22.3
WR,Robert Woods,8,LAR,HOU,6,6800,6300,19.2,20.7
WR,Cedrick Wilson,8,DAL,MIN,19,5400,4000,17.3,18.8
WR,Brandin Cooks,8,HOU,LAR,7,6000,5700,17.3,20.3
WR,Tyler Boyd,8,CIN,NYJ,4,5800,4800,17.24,19.74
WR,Adam Thielen,8,MIN,DAL,28,7600,7000,16.8,19.8
WR,Keenan Allen,8,LAC,NE,20,6900,6500,16.7,19.7
WR,Cole Beasley,8,BUF,MIA,30,6100,4900,16,24
WR,Randall Cobb,8,GB,ARI,20,5300,3500,15,16.5
WR,CeeDee Lamb,8,DAL,MIN,19,7800,7800,14.2,20.2
WR,Diontae Johnson,8,PIT,CLE,23,7500,6700,12.8,15.8
WR,Jamal Agnew,8,JAX,SEA,13,5300,3700,12.8,15.8
WR,DeAndre Carter,8,WAS,DEN,9,4800,3000,12.6,14.1
WR,Stefon Diggs,8,BUF,MIA,30,7300,8100,12.5,15
WR,DeVante Parker,8,MIA,BUF,1,5700,4900,12.5,16.5
WR,Jamison Crowder,8,NYJ,CIN,11,5600,4800,12.4,17.4
WR,Mike Evans,8,TB,NO,22,7500,7000,11.8,12.8
WR,Tee Higgins,8,CIN,NYJ,4,6300,5200,11.7,13.7
WR,Ja'Marr Chase,8,CIN,NYJ,4,8200,7500,11.6,13.1
WR,Cyril Grayson,8,TB,NO,22,1,3000,11.5,12
WR,Gabriel Davis,8,BUF,MIA,30,4700,3300,10.9,12.9
WR,Tre'Quan Smith,8,NO,TB,16,5500,3900,10.8,12.3
WR,Van Jefferson,8,LAR,HOU,6,5700,3900,10.3,11.8
WR,Elijah Moore,8,NYJ,CIN,11,5200,3900,10.1,13.1
WR,Darnell Mooney,8,CHI,SF,17,5700,4800,9.4,12.4
WR,Tyler Johnson,8,TB,NO,22,4900,3100,9,11.5
WR,Joshua Palmer,8,LAC,NE,20,4700,3000,8.9,9.4
WR,Mecole Hardman,8,KC,NYG,17,5300,3900,8.8,11.3
WR,Nick Westbrook-Ikhine,8,TEN,IND,26,4900,3100,8.6,9.6
WR,Brandon Aiyuk,8,SF,CHI,29,5700,4200,8.5,10.5
WR,Braxton Berrios,8,NYJ,CIN,11,4700,3000,8.3,9.3
WR,Tajaé Sharpe,8,ATL,CAR,12,5000,3300,8.3,10.8
WR,John Ross,8,NYG,KC,23,5200,3200,8.2,9.2
WR,Chase Claypool,8,PIT,CLE,23,6500,6300,8.1,10.1
WR,Tim Patrick,8,DEN,WAS,31,5800,4700,7.9,9.4
WR,DJ Moore,8,CAR,ATL,24,7700,7200,7.9,9.9
WR,DeAndre Hopkins,8,ARI,GB,12,7700,7400,7.6,8.6
WR,Jakobi Meyers,8,NE,LAC,2,5700,5100,7.6,9.6
WR,Nelson Agholor,8,NE,LAC,2,5400,4000,7.5,9
WR,Nico Collins,8,HOU,LAR,7,5100,3200,7.5,9.5
WR,A.J. Green,8,ARI,GB,12,5600,4900,7.5,10
WR,Jarvis Landry,8,CLE,PIT,27,6000,5000,7.5,11
WR,Mohamed Sanu Sr.,8,SF,CHI,29,5000,3100,7.4,8.9
WR,Deonte Harris,8,NO,TB,16,5400,3600,7.2,8.7
WR,Zach Pascal,8,IND,TEN,32,5300,4400,6.8,9.3
WR,Christian Kirk,8,ARI,GB,12,6400,5100,6.6,8.6
WR,Amon-Ra St. Brown,8,DET,PHI,5,5100,3900,6.1,7.6
WR,Marvin Jones Jr.,8,JAX,SEA,13,6400,5900,6,8.5
WR,Jerry Jeudy,8,DEN,WAS,31,6000,4900,5.9,7.9
WR,Kadarius Toney,8,NYG,KC,23,5500,4900,5.36,7.36
WR,Courtland Sutton,8,DEN,WAS,31,7100,6400,5,6
WR,Terry McLaurin,8,WAS,DEN,9,7400,7600,5,6.5
WR,Juwann Winfree,8,GB,ARI,20,4500,3000,5,7
WR,Jaylen Waddle,8,MIA,BUF,1,6400,5600,4.9,6.9
WR,Adam Humphries,8,WAS,DEN,9,5100,3400,4.5,5.5
WR,Ben Skowronek,8,LAR,HOU,6,4500,3000,4.5,6
WR,Marquez Callaway,8,NO,TB,16,5900,5400,4.5,6
WR,Sterling Shepard,8,NYG,KC,23,6500,5300,4.5,6.5
WR,Kevin White,8,NO,TB,16,4500,3000,4.3,4.8
WR,Marquise Goodwin,8,CHI,SF,17,4800,3000,4.2,5.2
WR,Denzel Mims,8,NYJ,CIN,11,4900,3000,4,5
WR,N'Keal Harry,8,NE,LAC,2,4800,3000,4,5
WR,Keelan Cole,8,NYJ,CIN,11,5000,3000,4,5.5
WR,Kendrick Bourne,8,NE,LAC,2,5600,4500,3.8,6.8
WR,Rashard Higgins,8,CLE,PIT,27,5000,3100,3.7,4.7
WR,Allen Robinson II,8,CHI,SF,17,5600,4900,3.6,5.1
WR,Laviska Shenault Jr.,8,JAX,SEA,13,5800,4700,3.1,4.1
WR,Justin Jefferson,8,MIN,DAL,28,7700,8200,3.1,4.1
WR,Chris Conley,8,HOU,LAR,7,5000,3000,2.9,3.4
WR,Mike Williams,8,LAC,NE,20,7600,7700,2.9,3.9
WR,Quez Watkins,8,PHI,DET,25,5300,4000,2.8,3.8
