P,Player,Week,Team,Opp,Opp Rank,FDSal,DKSal,FD Points,DK Points
WR,Rashod Bateman,15,BAL,GB,16,5800,5000,1,1.5
WR,Ja'Marr Chase,15,CIN,DEN,8,7500,7100,0.8,1.3
WR,Andre Roberts,15,LAC,KC,10,4500,3000,0.6,0.6
WR,Ray-Ray McCloud,15,PIT,TEN,31,5000,3300,0.5,1
WR,Dax Milne,15,WAS,PHI,5,4600,3000,0.3,0.8
WR,Josh Gordon,15,KC,LAC,2,5000,3100,0,0
WR,Demarcus Robinson,15,KC,LAC,2,4900,3000,0,0
WR,Marcus Kemp,15,KC,LAC,2,4600,3000,0,0
WR,Daurice Fountain,15,KC,LAC,2,4600,3000,0,0
WR,Dezmon Patmon,15,IND,NE,5,4500,3000,0,0
WR,Mike Strachan,15,IND,NE,5,4600,3000,0,0
WR,Matthew Slater,15,NE,IND,15,4500,3000,0,0
WR,Gunner Olszewski,15,NE,IND,15,4500,3000,0,0
WR,Emmanuel Sanders,15,BUF,CAR,5,5700,4000,0,0
WR,Jake Kumerow,15,BUF,CAR,5,4500,3000,0,0
WR,Marquez Stevenson,15,BUF,CAR,5,4500,3000,0,0
WR,Willie Snead IV,15,CAR,BUF,1,4500,3000,0,0
WR,Alex Erickson,15,CAR,BUF,1,4500,3000,0,0
WR,Shi Smith,15,CAR,BUF,1,4600,3000,0,0
WR,Terrace Marshall Jr.,15,CAR,BUF,1,4600,3000,0,0
WR,Cedrick Wilson,15,DAL,NYG,23,4900,3500,0,0
WR,Simi Fehoko,15,DAL,NYG,23,4500,3000,0,0
WR,KhaDarel Hodge,15,DET,ARI,21,4600,3000,0,0
WR,Trinity Benson,15,DET,ARI,21,4500,3000,0,0
WR,Tom Kennedy,15,DET,ARI,21,4700,3000,0,0
WR,Chris Moore,15,HOU,JAX,19,4700,3000,0,0
WR,Jordan Veasy,15,HOU,JAX,19,4500,3000,0,0
WR,Jaydon Mickens,15,JAX,HOU,22,4500,3000,0,0
WR,Tommylee Lewis,15,MIA,NYJ,10,4500,300,0,0
WR,Mack Hollins,15,MIA,NYJ,10,5100,3100,0,0
WR,Preston Williams,15,MIA,NYJ,10,4600,3000,0,0
WR,Jaylen Waddle,15,MIA,NYJ,10,7100,6600,0,0
WR,Pharoh Cooper,15,NYG,DAL,28,4600,3000,0,0
WR,John Ross,15,NYG,DAL,28,4800,3100,0,0
WR,Alex Bachman,15,NYG,DAL,28,4500,3000,0,0
WR,Kadarius Toney,15,NYG,DAL,28,5200,5100,0,0
WR,Travis Toivonen,15,NYG,DAL,28,4500,3000,0,0
WR,Vyncint Smith,15,NYJ,MIA,27,4600,3000,0,0
WR,Jeff Smith,15,NYJ,MIA,27,4700,3000,0,0
WR,Denzel Mims,15,NYJ,MIA,27,4900,3000,0,0
WR,Elijah Moore,15,NYJ,MIA,27,5000,5700,0,0
WR,Cody White,15,PIT,TEN,31,4500,3000,0,0
WR,Julio Jones,15,TEN,PIT,24,6000,5400,0,0
WR,Dez Fitzpatrick,15,TEN,PIT,24,4600,3500,0,0
WR,Tajaé Sharpe,15,ATL,SF,20,4900,3300,0,0
WR,Christian Blake,15,ATL,SF,20,4600,3000,0,0
WR,Frank Darby,15,ATL,SF,20,4500,3000,0,0
WR,Mike Thomas,15,CIN,DEN,8,4600,3000,0,0
WR,Trent Taylor,15,CIN,DEN,8,4500,3000,0,0
WR,Stanley Morgan,15,CIN,DEN,8,4500,3000,0,0
WR,Trenton Irwin,15,CIN,DEN,8,4500,3000,0,0
WR,Diontae Spencer,15,DEN,CIN,17,4500,3000,0,0
WR,Jerry Jeudy,15,DEN,CIN,17,6100,5400,0,0
WR,Kendall Hinton,15,DEN,CIN,17,4600,3000,0,0
WR,Seth Williams,15,DEN,CIN,17,4500,3000,0,0
WR,Travis Benjamin,15,SF,ATL,26,4500,3000,0,0
WR,Trent Sherfield,15,SF,ATL,26,4600,3000,0,0
WR,River Cracraft,15,SF,ATL,26,4500,3000,0,0
WR,Sammy Watkins,15,BAL,GB,16,5200,4100,0,0
WR,Miles Boykin,15,BAL,GB,16,4600,3000,0,0
WR,Binjimen Victor,15,BAL,GB,16,4500,3000,0,0
WR,Equanimeous St. Brown,15,GB,BAL,18,5000,3000,0,0
WR,Juwann Winfree,15,GB,BAL,18,4600,3000,0,0
WR,Malik Taylor,15,GB,BAL,18,4600,3000,0,0
WR,Amari Rodgers,15,GB,BAL,18,4600,3000,0,0
WR,Kenny Stills,15,NO,TB,14,4600,3000,0,0
WR,Ty Montgomery,15,NO,TB,14,4700,3400,0,0
WR,Lil'Jordan Humphrey,15,NO,TB,14,4900,3300,0,0
WR,Easop Winston Jr.,15,NO,TB,14,4600,3000,0,0
WR,Breshad Perriman,15,TB,NO,25,4700,3400,0,0
WR,Jaelon Darden,15,TB,NO,25,4600,3000,0,0
WR,Jarvis Landry,15,CLE,LV,5,6800,12600,0,0
WR,JoJo Natson,15,CLE,LV,5,4500,0,0,0
WR,Lawrence Cager,15,CLE,LV,5,4500,300,0,0
WR,Ja'Marcus Bradley,15,CLE,LV,5,4600,300,0,0
WR,Anthony Schwartz,15,CLE,LV,5,4700,300,0,0
WR,Tyron Johnson,15,LV,CLE,10,4600,300,0,0
WR,Dillon Stoner,15,LV,CLE,10,4500,300,0,0
WR,Marquise Goodwin,15,CHI,MIN,32,5100,3100,0,0
WR,Allen Robinson II,15,CHI,MIN,32,5500,4100,0,0
WR,Nsimba Webster,15,CHI,MIN,32,4500,3000,0,0
WR,Isaiah Coulter,15,CHI,MIN,32,4500,3000,0,0
WR,Dazz Newsome,15,CHI,MIN,32,4500,3000,0,0
WR,Adam Thielen,15,MIN,CHI,29,7500,6200,0,0
WR,Dede Westbrook,15,MIN,CHI,29,4900,3000,0,0
WR,Trishton Jackson,15,MIN,CHI,29,4500,3000,0,0
WR,Dan Chisena,15,MIN,CHI,29,4500,3000,0,0
WR,Brandon Powell,15,LAR,SEA,6,4500,3000,0,0
WR,Landen Akers,15,LAR,SEA,6,4500,3000,0,0
WR,J.J. Arcega-Whiteside,15,PHI,WAS,30,4600,3000,0,0
WR,Tyler Lockett,15,SEA,LAR,13,7700,6800,0,0
WR,Penny Hart,15,SEA,LAR,13,4600,3000,0,0
WR,Cody Thompson,15,SEA,LAR,13,4500,3000,0,0
WR,Dee Eskridge,15,SEA,LAR,13,4700,3300,0,0
WR,Curtis Samuel,15,WAS,PHI,5,4800,3500,0,0
WR,Antonio Gandy-Golden,15,WAS,PHI,5,4500,3000,0,0
WR,Dyami Brown,15,WAS,PHI,5,4700,3000,0,0
WR,Racey McMath,15,TEN,PIT,24,4600,3000,-1.6,-0.1
WR,Tee Higgins,16,CIN,BAL,23,6500,6200,37.4,46.4
WR,Davante Adams,16,GB,CLE,10,8800,8700,28.4,36.4
WR,A.J. Brown,16,TEN,SF,21,6800,6300,26,34.5
WR,Isaiah McKenzie,16,BUF,NE,4,4600,3000,23.9,32.4
WR,Deebo Samuel,16,SF,TEN,31,8800,8300,23.6,31.1
WR,Byron Pringle,16,KC,PIT,18,5200,3300,22.5,25.5
WR,Amon-Ra St. Brown,16,DET,ATL,28,6500,5600,21.5,26
WR,Jaylen Waddle,16,MIA,NO,24,6900,6400,20.2,25.2
WR,Stefon Diggs,16,BUF,NE,4,7500,7600,18,21.5
WR,Amari Cooper,16,DAL,WAS,30,6500,6200,18,21.5
WR,DeVonta Smith,16,PHI,NYG,19,5900,6000,16.5,19
WR,Cooper Kupp,16,LAR,MIN,32,9800,9100,16.3,24.3
WR,Tyler Boyd,16,CIN,BAL,23,6200,5100,16,17.5
WR,Ja'Marr Chase,16,CIN,BAL,23,7100,7100,16,22.5
WR,Malik Turner,16,DAL,WAS,30,4600,3000,15.7,17.2
WR,Justin Jefferson,16,MIN,LAR,9,8400,8100,15.6,22.6
WR,K.J. Osborn,16,MIN,LAR,9,6000,4800,15.3,17.8
WR,Antonio Brown,16,TB,CAR,6,7000,4900,15.1,23.1
WR,Chris Conley,16,HOU,LAC,2,4900,3300,13.5,15
WR,T.Y. Hilton,16,IND,ARI,26,5400,3900,13.1,15.1
WR,Allen Lazard,16,GB,CLE,10,5200,4100,12.8,13.8
WR,Joshua Palmer,16,LAC,HOU,20,4900,3300,12.8,15.3
WR,Michael Pittman Jr.,16,IND,ARI,26,6400,5000,12.5,16.5
WR,Braxton Berrios,16,NYJ,JAX,24,5300,3500,12.5,15
WR,Diontae Johnson,16,PIT,KC,12,7400,7500,12.1,16.1
WR,Brandon Aiyuk,16,SF,TEN,31,5800,5800,12,14
WR,Tavon Austin,16,JAX,NYJ,10,4800,3100,11.9,14.9
WR,Odell Beckham Jr.,16,LAR,MIN,32,6600,5300,11.7,13.7
WR,Hunter Renfrow,16,LV,DEN,8,7100,6800,11.5,13
WR,Marvin Jones Jr.,16,JAX,NYJ,10,5600,4400,11.4,15.4
WR,DK Metcalf,16,SEA,CHI,29,6700,6400,11.1,12.1
WR,James Proche II,16,BAL,CIN,16,4700,3000,11.1,14.6
WR,Cyril Grayson,16,TB,CAR,6,4500,3000,11,12.5
WR,Nico Collins,16,HOU,LAC,2,5200,3400,10.8,12.3
WR,Mecole Hardman,16,KC,PIT,18,5200,3500,10.6,12.1
WR,Rashod Bateman,16,BAL,CIN,16,5600,4500,10.6,12.6
WR,Shi Smith,16,CAR,TB,11,4600,3000,10.1,11.6
WR,Antoine Wesley,16,ARI,IND,20,4900,3000,9.9,10.9
WR,Anthony Schwartz,16,CLE,GB,14,4700,3000,9.4,9.9
WR,Jakobi Meyers,16,NE,BUF,1,5700,4900,8.9,11.9
WR,Lil'Jordan Humphrey,16,NO,MIA,25,4800,3200,8.5,10
WR,CeeDee Lamb,16,DAL,WAS,30,7100,7400,8.4,10.4
WR,Darnell Mooney,16,CHI,SEA,7,6100,5400,8.4,10.9
WR,Rashard Higgins,16,CLE,GB,14,4800,3000,8.3,10.8
WR,Robby Anderson,16,CAR,TB,11,5700,4900,8.3,10.8
WR,Christian Kirk,16,ARI,IND,20,7200,5400,8.3,11.8
WR,DJ Moore,16,CAR,TB,11,6400,5700,8,10.5
WR,Zay Jones,16,LV,DEN,8,5000,3500,8,11
WR,Dezmon Patmon,16,IND,ARI,26,4500,3000,7.9,8.4
WR,Jerry Jeudy,16,DEN,LV,5,5800,5000,7.5,9
WR,Jarvis Landry,16,CLE,GB,14,6600,5100,7.5,9.5
WR,Laquon Treadwell,16,JAX,NYJ,10,5300,3500,7.4,9.4
WR,Jason Moore Jr.,16,LAC,HOU,20,4500,3000,7.1,8.6
WR,Phillip Dorsett II,16,HOU,LAC,2,4700,3000,7,8.5
WR,Marquise Brown,16,BAL,CIN,16,6400,5800,6.9,9.4
WR,Marquez Callaway,16,NO,MIA,25,5600,4700,6.6,8.6
WR,DeSean Jackson,16,LV,DEN,8,5100,3700,6.4,8.4
WR,Michael Gallup,16,DAL,WAS,30,5700,5200,6.3,7.3
WR,Dyami Brown,16,WAS,DAL,25,4700,3000,6.3,7.3
WR,Chase Claypool,16,PIT,KC,12,5900,5100,6.1,8.1
WR,Chris Moore,16,HOU,LAC,2,4600,3000,6,8
WR,Brandon Powell,16,LAR,MIN,32,4500,3000,6,6
WR,Quez Watkins,16,PHI,NYG,19,5300,3800,5.8,7.3
WR,Adam Thielen,16,MIN,LAR,9,7200,6900,5.5,7
WR,Terry McLaurin,16,WAS,DAL,25,7000,6500,5.5,7
WR,Keenan Allen,16,LAC,HOU,20,7700,7700,5.5,7.5
WR,Courtland Sutton,16,DEN,LV,5,5400,4200,5.3,7.3
WR,Nick Westbrook-Ikhine,16,TEN,SF,21,5500,4100,4.8,5.8
WR,Kadarius Toney,16,NYG,PHI,3,5300,4900,4.8,6.8
WR,Josh Reynolds,16,DET,ATL,28,5400,4600,4.6,5.6
WR,Mack Hollins,16,MIA,NO,24,4800,3100,4.5,5
WR,Tyler Lockett,16,SEA,CHI,29,7300,6700,4.5,6
WR,Ray-Ray McCloud,16,PIT,KC,12,4800,3100,4.5,6.5
WR,Kendrick Bourne,16,NE,BUF,1,5600,5000,4.3,5.3
WR,Olamide Zaccheaus,16,ATL,DET,15,5100,3800,4.2,5.2
WR,Russell Gage,16,ATL,DET,15,6700,5900,3.9,6.9
WR,A.J. Green,16,ARI,IND,20,5900,4900,3.8,4.3
WR,Kenny Golladay,16,NYG,PHI,3,5500,5300,3.7,5.2
WR,Damiere Byrd,16,CHI,SEA,7,4900,3300,3.6,4.1
WR,Keelan Cole,16,NYJ,JAX,24,5000,3300,3.5,4.5
WR,Marquise Goodwin,16,CHI,SEA,7,5000,3100,3.3,4.3
WR,Kalif Raymond,16,DET,ATL,28,5200,3900,3.2,4.7
WR,Cody White,16,PIT,KC,12,4500,3000,3.1,4.6
WR,Emmanuel Sanders,16,BUF,NE,4,5600,4000,3,4
WR,Jauan Jennings,16,SF,TEN,31,5100,3800,2.9,3.9
WR,Tyreek Hill,16,KC,PIT,18,8700,8400,2.9,3.9
WR,Ashton Dulin,16,IND,ARI,26,4800,3400,2.8,3.3
WR,Tim Patrick,16,DEN,LV,5,5600,4500,2.8,3.8
WR,Dee Eskridge,16,SEA,CHI,29,4700,3500,2.7,3.7
WR,KhaDarel Hodge,16,DET,ATL,28,4500,3000,2.6,3.1
WR,Tom Kennedy,16,DET,ATL,28,4600,3000,2.6,3.6
WR,DeAndre Carter,16,WAS,DAL,25,5000,3800,2.5,3
WR,N'Keal Harry,16,NE,BUF,1,4900,3000,2.5,3.5
WR,Jalen Reagor,16,PHI,NYG,19,5100,3100,2.5,3.5
WR,Demarcus Robinson,16,KC,PIT,18,4900,3000,2.5,3.5
WR,Tylan Wallace,16,BAL,CIN,16,4500,3000,2.3,2.8
WR,Cedrick Wilson,16,DAL,WAS,30,4800,3600,2,3
WR,Dax Milne,16,WAS,DAL,25,4600,3000,1.9,2.4
WR,Jake Kumerow,16,BUF,NE,4,4500,3000,1.8,2.3
WR,Marvin Hall,16,ATL,DET,15,4500,3000,1.5,2
WR,Dazz Newsome,16,CHI,SEA,7,4500,3000,1.5,2
WR,Freddie Swain,16,SEA,CHI,29,4800,3400,1.4,1.9
WR,Adam Humphries,16,WAS,DAL,25,5100,3900,1.4,2.4
WR,Julio Jones,16,TEN,SF,21,5700,5400,1.2,1.7
WR,Darius Slayton,16,NYG,PHI,3,5200,4200,1.2,1.7
WR,Tommylee Lewis,16,MIA,NO,24,4500,3000,1.2,1.7
WR,Terrace Marshall Jr.,16,CAR,TB,11,4600,3000,1.1,1.6
WR,Van Jefferson,16,LAR,MIN,32,6300,5500,1.1,1.6
WR,Donovan Peoples-Jones,16,CLE,GB,14,5800,4200,1,1.5
WR,Christian Blake,16,ATL,DET,15,4600,3000,1,1.5
WR,David Sills V,16,NYG,PHI,3,4500,3000,1,1.5
WR,Gunner Olszewski,16,NE,BUF,1,4500,3000,0.9,0.9
WR,Kenny Stills,16,NO,MIA,25,4600,3000,0.9,1.4
WR,Chester Rogers,16,TEN,SF,21,5200,3600,0.8,1.3
WR,Maurice Ffrench,16,LAC,HOU,20,4500,3000,0.3,0.3
WR,Travis Benjamin,16,SF,TEN,31,4500,3000,0,0
WR,Trent Sherfield,16,SF,TEN,31,4600,3000,0,0
WR,Dez Fitzpatrick,16,TEN,SF,21,4600,3300,0,0
WR,Racey McMath,16,TEN,SF,21,4600,3000,0,0
WR,Lawrence Cager,16,CLE,GB,14,4500,3000,0,0
WR,Ja'Marcus Bradley,16,CLE,GB,14,4600,3000,0,0
WR,Marquez Valdes-Scantling,16,GB,CLE,10,5900,4700,0,0
WR,Juwann Winfree,16,GB,CLE,10,4500,3000,0,0
WR,Amari Rodgers,16,GB,CLE,10,4600,3000,0,0
WR,Andy Isabella,16,ARI,IND,20,4600,3000,0,0
WR,Greg Dortch,16,ARI,IND,20,4500,3000,0,0
WR,Rondale Moore,16,ARI,IND,20,5100,4500,0,0
WR,Zach Pascal,16,IND,ARI,26,5200,3500,0,0
WR,Keke Coutee,16,IND,ARI,26,4500,3000,0,0
WR,Mike Strachan,16,IND,ARI,26,4600,3000,0,0
WR,Tajaé Sharpe,16,ATL,DET,15,4800,3400,0,0
WR,Frank Darby,16,ATL,DET,15,4500,3000,0,0
WR,Sammy Watkins,16,BAL,CIN,16,5200,3900,0,0
WR,Miles Boykin,16,BAL,CIN,16,4600,3000,0,0
WR,Devin Duvernay,16,BAL,CIN,16,5100,3700,0,0
WR,Cole Beasley,16,BUF,NE,4,5600,4600,0,0
WR,Gabriel Davis,16,BUF,NE,4,5300,4700,0,0
WR,Isaiah Hodgins,16,BUF,NE,4,4500,3000,0,0
WR,Marquez Stevenson,16,BUF,NE,4,4500,3000,0,0
WR,Alex Erickson,16,CAR,TB,11,4500,3000,0,0
WR,Brandon Zylstra,16,CAR,TB,11,4900,3100,0,0
WR,Mike Thomas,16,CIN,BAL,23,4600,3000,0,0
WR,Trent Taylor,16,CIN,BAL,23,4500,3000,0,0
WR,Stanley Morgan,16,CIN,BAL,23,4500,3000,0,0
WR,Trenton Irwin,16,CIN,BAL,23,4500,3000,0,0
WR,Trinity Benson,16,DET,ATL,28,4500,3000,0,0
WR,Danny Amendola,16,HOU,LAC,2,4800,3000,0,0
WR,Brandin Cooks,16,HOU,LAC,2,6900,6300,0,0
WR,Jalen Camp,16,HOU,LAC,2,4500,3000,0,0
WR,Jaydon Mickens,16,JAX,NYJ,10,4500,3000,0,0
WR,Laviska Shenault Jr.,16,JAX,NYJ,10,5400,4100,0,0
WR,Josh Hammond,16,JAX,NYJ,10,4500,3000,0,0
WR,Andre Roberts,16,LAC,HOU,20,4500,3000,0,0
WR,Mike Williams,16,LAC,HOU,20,6600,6100,0,0
WR,Jalen Guyton,16,LAC,HOU,20,5300,3900,0,0
WR,Michael Bandy,16,LAC,HOU,20,4500,3000,0,0
WR,Ben Skowronek,16,LAR,MIN,32,4800,3000,0,0
WR,Warren Jackson,16,LAR,MIN,32,4500,3000,0,0
WR,Landen Akers,16,LAR,MIN,32,4500,3000,0,0
WR,Dede Westbrook,16,MIN,LAR,9,4900,3000,0,0
WR,Dan Chisena,16,MIN,LAR,9,4500,3000,0,0
WR,Ihmir Smith-Marsette,16,MIN,LAR,9,4500,3000,0,0
WR,Myron Mitchell,16,MIN,LAR,9,4500,3000,0,0
WR,Matthew Slater,16,NE,BUF,1,4500,3000,0,0
WR,Nelson Agholor,16,NE,BUF,1,5400,3600,0,0
WR,Kristian Wilkerson,16,NE,BUF,1,4500,3000,0,0
WR,Pharoh Cooper,16,NYG,PHI,3,4600,3000,0,0
WR,John Ross,16,NYG,PHI,3,4900,3000,0,0
WR,Collin Johnson,16,NYG,PHI,3,5000,3000,0,0
WR,Travis Toivonen,16,NYG,PHI,3,4500,3000,0,0
WR,Jamison Crowder,16,NYJ,JAX,24,5600,5000,0,0
WR,Vyncint Smith,16,NYJ,JAX,24,4600,3000,0,0
WR,Jeff Smith,16,NYJ,JAX,24,4700,3000,0,0
WR,D.J. Montgomery,16,NYJ,JAX,24,4800,3000,0,0
WR,Denzel Mims,16,NYJ,JAX,24,4900,3000,0,0
WR,Elijah Moore,16,NYJ,JAX,24,5000,5500,0,0
WR,Greg Ward,16,PHI,NYG,19,4800,3000,0,0
WR,J.J. Arcega-Whiteside,16,PHI,NYG,19,4700,3000,0,0
WR,Mike Evans,16,TB,CAR,6,7600,7000,0,0
WR,Breshad Perriman,16,TB,CAR,6,4700,4200,0,0
WR,Justin Watson,16,TB,CAR,6,4500,3000,0,0
WR,Scotty Miller,16,TB,CAR,6,4900,3600,0,0
WR,Tyler Johnson,16,TB,CAR,6,5000,3900,0,0
WR,Jaelon Darden,16,TB,CAR,6,4600,3000,0,0
WR,Allen Robinson II,16,CHI,SEA,7,5500,4000,0,0
WR,Jakeem Grant Sr.,16,CHI,SEA,7,5100,3700,0,0
WR,Nsimba Webster,16,CHI,SEA,7,4500,3000,0,0
WR,Isaiah Coulter,16,CHI,SEA,7,4500,0,0,0
WR,Penny Hart,16,SEA,CHI,29,4600,3000,0,0
WR,Cody Thompson,16,SEA,CHI,29,4500,3000,0,0
WR,Diontae Spencer,16,DEN,LV,5,4500,3000,0,0
WR,Kendall Hinton,16,DEN,LV,5,4600,3000,0,0
WR,Josh Gordon,16,KC,PIT,18,4800,3100,0,0
WR,Marcus Kemp,16,KC,PIT,18,4600,3000,0,0
WR,Daurice Fountain,16,KC,PIT,18,4600,3000,0,0
WR,Tyron Johnson,16,LV,DEN,8,4600,3000,0,0
WR,Bryan Edwards,16,LV,DEN,8,5200,3200,0,0
WR,Dillon Stoner,16,LV,DEN,8,4500,3000,0,0
WR,James Washington,16,PIT,KC,12,5200,3700,0,0
WR,Steven Sims,16,PIT,KC,12,4500,3000,0,0
WR,T.J. Vasher,16,DAL,WAS,30,4500,3000,0,0
WR,Simi Fehoko,16,DAL,WAS,30,4500,3000,0,0
WR,Curtis Samuel,16,WAS,DAL,25,4800,3700,0,0
WR,Cam Sims,16,WAS,DAL,25,5000,3600,0,0
WR,Antonio Gandy-Golden,16,WAS,DAL,25,4500,3000,0,0
WR,Albert Wilson,16,MIA,NO,24,4900,3300,0,0
WR,DeVante Parker,16,MIA,NO,24,6100,4800,0,0
WR,Isaiah Ford,16,MIA,NO,24,4900,3200,0,0
WR,Preston Williams,16,MIA,NO,24,4600,3000,0,0
WR,Ty Montgomery,16,NO,MIA,25,4600,3300,0,0
WR,Tre'Quan Smith,16,NO,MIA,25,5300,4500,0,0
WR,Deonte Harris,16,NO,MIA,25,5000,4400,0,0
WR,Easop Winston Jr.,16,NO,MIA,25,4500,3000,0,0
WR,Kawaan Baker,16,NO,MIA,25,4500,3000,0,0
WR,Equanimeous St. Brown,16,GB,CLE,10,4700,3000,-1,-1
